time,Cache:DOSBytes,Cache:adminBytes,Cache:cacheTotalBytes,Cache:dataAdminBytes,Cache:dataBytes,Cache:lockBytes,Cache:lruDirtySize,Cache:lruMixedSize,Cache:nBINDeltasFetchMiss,Cache:nBINsFetch,Cache:nBINsFetchMiss,Cache:nBINsFetchMissRatio,Cache:nBinDeltaBlindOps,Cache:nBytesEvictedCACHEMODE,Cache:nBytesEvictedCRITICAL,Cache:nBytesEvictedDAEMON,Cache:nBytesEvictedEVICTORTHREAD,Cache:nBytesEvictedMANUAL,Cache:nCachedBINDeltas,Cache:nCachedBINs,Cache:nCachedUpperINs,Cache:nDirtyNodesEvicted,Cache:nEvictionRuns,Cache:nFullBINsMiss,Cache:nINCompactKey,Cache:nINNoTarget,Cache:nINSparseTarget,Cache:nLNsEvicted,Cache:nLNsFetch,Cache:nLNsFetchMiss,Cache:nNodesEvicted,Cache:nNodesMovedToDirtyLRU,Cache:nNodesMutated,Cache:nNodesPutBack,Cache:nNodesSkipped,Cache:nNodesStripped,Cache:nNodesTargeted,Cache:nRootNodesEvicted,Cache:nSharedCacheEnvironments,Cache:nThreadUnavailable,Cache:nUpperINsFetch,Cache:nUpperINsFetchMiss,Cache:sharedCacheTotalBytes,Checkpoints:lastCheckpointEnd,Checkpoints:lastCheckpointId,Checkpoints:lastCheckpointInterval,Checkpoints:lastCheckpointStart,Checkpoints:nCheckpoints,Checkpoints:nDeltaINFlush,Checkpoints:nFullBINFlush,Checkpoints:nFullINFlush,Cleaning:activeLogSize,Cleaning:availableLogSize,Cleaning:maxUtilization,Cleaning:minUtilization,Cleaning:nBINDeltasCleaned,Cleaning:nBINDeltasDead,Cleaning:nBINDeltasMigrated,Cleaning:nBINDeltasObsolete,Cleaning:nCleanerDeletions,Cleaning:nCleanerDisksReads,Cleaning:nCleanerEntriesRead,Cleaning:nCleanerRuns,Cleaning:nClusterLNsProcessed,Cleaning:nINsCleaned,Cleaning:nINsDead,Cleaning:nINsMigrated,Cleaning:nINsObsolete,Cleaning:nLNQueueHits,Cleaning:nLNsCleaned,Cleaning:nLNsDead,Cleaning:nLNsExpired,Cleaning:nLNsLocked,Cleaning:nLNsMarked,Cleaning:nLNsMigrated,Cleaning:nLNsObsolete,Cleaning:nMarkLNsProcessed,Cleaning:nPendingLNsLocked,Cleaning:nPendingLNsProcessed,Cleaning:nRepeatIteratorReads,Cleaning:nRevisalRuns,Cleaning:nToBeCleanedLNsProcessed,Cleaning:nTwoPassRuns,Cleaning:pendingLNQueueSize,Cleaning:protectedLogSize,Cleaning:protectedLogSizeMap,Cleaning:reservedLogSize,Cleaning:totalLogSize,Environment:btreeRelatchesRequired,Environment:environmentCreationTime,Environment:nBinDeltaDelete,Environment:nBinDeltaGet,Environment:nBinDeltaInsert,Environment:nBinDeltaUpdate,I/O:bufferBytes,I/O:endOfLog,I/O:nBytesReadFromWriteQueue,I/O:nBytesWrittenFromWriteQueue,I/O:nCacheMiss,I/O:nFSyncMaxTime,I/O:nFSyncRequests,I/O:nFSyncTime,I/O:nFSyncs,I/O:nFileOpens,I/O:nGroupCommitRequests,I/O:nGroupCommitWaits,I/O:nGrpCommitTimeouts,I/O:nLogBuffers,I/O:nLogFSyncs,I/O:nLogIntervalExceeded,I/O:nLogMaxGroupCommitThreshold,I/O:nNoFreeBuffer,I/O:nNotResident,I/O:nOpenFiles,I/O:nRandomReadBytes,I/O:nRandomReads,I/O:nRandomWriteBytes,I/O:nRandomWrites,I/O:nReadsFromWriteQueue,I/O:nRepeatFaultReads,I/O:nSequentialReadBytes,I/O:nSequentialReads,I/O:nSequentialWriteBytes,I/O:nSequentialWrites,I/O:nTempBufferWrites,I/O:nWriteQueueOverflow,I/O:nWriteQueueOverflowFailures,I/O:nWritesFromWriteQueue,Jvm:G1 Old Generation.count,Jvm:G1 Old Generation.time,Jvm:G1 Young Generation.count,Jvm:G1 Young Generation.time,Jvm:heap,Jvm:loadAverage,Locks:nLatchAcquireNoWaitUnsuccessful,Locks:nLatchAcquiresNoWaitSuccessful,Locks:nLatchAcquiresNoWaiters,Locks:nLatchAcquiresSelfOwned,Locks:nLatchAcquiresWithContention,Locks:nLatchReleases,Locks:nRequests,Locks:nWaits,Node Compression:cursorsBins,Node Compression:dbClosedBins,Node Compression:inCompQueueSize,Node Compression:nonEmptyBins,Node Compression:processedBins,Node Compression:splitBins,OffHeap:offHeapAllocFailure,OffHeap:offHeapAllocOverflow,OffHeap:offHeapBINsLoaded,OffHeap:offHeapBINsStored,OffHeap:offHeapCachedBINDeltas,OffHeap:offHeapCachedBINs,OffHeap:offHeapCachedLNs,OffHeap:offHeapCriticalNodesTargeted,OffHeap:offHeapDirtyNodesEvicted,OffHeap:offHeapLNsEvicted,OffHeap:offHeapLNsLoaded,OffHeap:offHeapLNsStored,OffHeap:offHeapLruSize,OffHeap:offHeapNodesEvicted,OffHeap:offHeapNodesMutated,OffHeap:offHeapNodesSkipped,OffHeap:offHeapNodesStripped,OffHeap:offHeapNodesTargeted,OffHeap:offHeapThreadUnavailable,OffHeap:offHeapTotalBlocks,OffHeap:offHeapTotalBytes,Op:priDelete,Op:priDeleteFail,Op:priInsert,Op:priInsertFail,Op:priPosition,Op:priSearch,Op:priSearchFail,Op:priUpdate,Op:secDelete,Op:secInsert,Op:secPosition,Op:secSearch,Op:secSearchFail,Op:secUpdate
2024-03-23 05:24:15.023 UTC, ,125,3165389,1312,19312,224, ,4, ,5,1,0.20, , , , , , , ,4,4, , , ,3,1,5, ,5,4, , , , , , , , , , , , , ,5203,4, ,4165, , , , ,5248,260900323328,30,30, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,5248, ,1711171394769, , , , ,3145728,5203, , ,6,0, , , ,1, , , ,3, , , , ,6,1, , , , , , ,6315,7, , , , , , , , , , ,29360128,1, , , , , , ,7, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1, , , , , , , , 
2024-03-23 05:25:15.030 UTC, ,125,3165389,1312,19312,224, ,4, , , , , , , , , , , ,4,4, , , ,3,1,5, , , , , , , , , , , , , , , , ,5203,4, ,4165, , , , ,5248,260903284736,30,30, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,5248, ,1711171394769, , , , ,3145728,5203, , , ,0, , , , , , , ,3, , , , , ,1, , , , , , , , , , , , , , , , , , ,30408704,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
2024-03-23 05:26:15.037 UTC, ,125,3165389,1312,19312,224, ,4, , , , , , , , , , , ,4,4, , , ,3,1,5, , , , , , , , , , , , , , , , ,5203,4, ,4165, , , , ,5248,260902068224,30,30, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,5248, ,1711171394769, , , , ,3145728,5203, , , ,0, , , , , , , ,3, , , , , ,1, , , , , , , , , , , , , , , , , , ,30408704,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
2024-03-23 05:27:15.047 UTC, ,125,3165389,1312,19312,224, ,4, , , , , , , , , , , ,4,4, , , ,3,1,5, , , , , , , , , , , , , , , , ,5203,4, ,4165, , , , ,5248,260901908480,30,30, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,5248, ,1711171394769, , , , ,3145728,5203, , , ,0, , , , , , , ,3, , , , , ,1, , , , , , , , , , , , , , , , , , ,30408704,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
2024-03-23 05:28:07.866 UTC, ,125,3165165,1312,19312, , ,4, , , , , , , , , , , ,4,4, , , ,3,1,5, , , , , , , , , , , , , , , , ,5203,4, ,4165, , , , ,5248,260905639936,30,30, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,5248, ,1711171394769, , , , ,3145728,5203, , , ,0, , , , , , , ,3, , , , , ,1, , , , , , , , , , , , , , , , , , ,30408704,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
2024-03-23 05:28:11.788 UTC, ,125,3160389,1184,14536, , ,3, ,24,3,0.13, , , , , , , ,3,3, ,2, ,2,1,5, ,26,12, , , , , , , , , , , , , ,5203,4, ,4165, , , , ,5248,260905689088,-1,-1, , , , , ,1,73, , , , , , , , , , , , , , , , , , , , , , , , , ,5248, ,1711171691542, , , , ,3145728,5203, , ,20,0, , , ,2, , , ,3, , , , ,20, ,2048,1, , , , ,101079,31, , , , , , , , , , ,27262976,1, , , , , , ,16, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
2024-03-23 05:29:01.953 UTC, ,125,3165165,1312,19312, , ,4, ,5,1,0.20, , , , , , , ,4,4, , , ,3,1,5, ,5,4, , , , , , , , , , , , , ,5203,4, ,4165, , , , ,5248,260905455616,30,30, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,5248, ,1711171691542, , , , ,3145728,5203, , ,6,0, , , ,1, , , ,3, , , , ,6,1, , , , , , ,6315,7, , , , , , , , , , ,30408704,1, , , , , , ,7, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1, , , , , , , , 
2024-03-23 05:29:05.701 UTC, ,125,3160389,1184,14536, , ,3, ,24,3,0.13, , , , , , , ,3,3, ,2, ,2,1,5, ,26,12, , , , , , , , , , , , , ,5203,4, ,4165, , , , ,5248,260904144896,-1,-1, , , , , ,1,73, , , , , , , , , , , , , , , , , , , , , , , , , ,5248, ,1711171745432, , , , ,3145728,5203, , ,20,0, , , ,2, , , ,3, , , , ,20, ,2048,1, , , , ,101079,31, , , , , , , , , , ,27262976,1, , , , , , ,16, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
2024-03-23 05:29:17.532 UTC, ,125,3165165,1312,19312, , ,4, ,5,1,0.20, , , , , , , ,4,4, , , ,3,1,5, ,5,4, , , , , , , , , , , , , ,5203,4, ,4165, , , , ,5248,260904144896,30,30, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,5248, ,1711171745432, , , , ,3145728,5203, , ,6,0, , , ,1, , , ,3, , , , ,6,1, , , , , , ,6315,7, , , , , , , , , , ,30408704,1, , , , , , ,7, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1, , , , , , , , 
2024-03-23 05:32:19.882 UTC, ,125,3160389,1184,14536, , ,3, ,24,3,0.13, , , , , , , ,3,3, ,2, ,2,1,5, ,26,12, , , , , , , , , , , , , ,5203,4, ,4165, , , , ,5248,260899008512,-1,-1, , , , , ,1,73, , , , , , , , , , , , , , , , , , , , , , , , , ,5248, ,1711171939644, , , , ,3145728,5203, , ,20,0, , , ,2, , , ,3, , , , ,20, ,2048,1, , , , ,101079,31, , , , , , , , , , ,27262976,1, , , , , , ,16, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
2024-03-23 05:33:19.892 UTC, ,125,3165389,1312,19312,224, ,4, ,5,1,0.20, , , , , , , ,4,4, , , ,3,1,5, ,5,4, , , , , , , , , , , , , ,5203,4, ,4165, , , , ,5248,260898639872,30,30, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,5248, ,1711171939644, , , , ,3145728,5203, , ,6,0, , , ,1, , , ,3, , , , ,6,1, , , , , , ,6315,7, , , , , , , , , , ,30408704,1, , , , , , ,7, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1, , , , , , , , 
2024-03-23 05:34:19.908 UTC, ,125,3165389,1312,19312,224, ,4, , , , , , , , , , , ,4,4, , , ,3,1,5, , , , , , , , , , , , , , , , ,5203,4, ,4165, , , , ,5248,260897144832,30,30, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,5248, ,1711171939644, , , , ,3145728,5203, , , ,0, , , , , , , ,3, , , , , ,1, , , , , , , , , , , , , , , , ,1,8,12173824,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
2024-03-23 05:35:19.914 UTC, ,125,3165389,1312,19312,224, ,4, , , , , , , , , , , ,4,4, , , ,3,1,5, , , , , , , , , , , , , , , , ,5203,4, ,4165, , , , ,5248,260895973376,30,30, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,5248, ,1711171939644, , , , ,3145728,5203, , , ,0, , , , , , , ,3, , , , , ,1, , , , , , , , , , , , , , , , , , ,14270976,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
2024-03-23 05:36:19.922 UTC, ,125,3165389,1312,19312,224, ,4, , , , , , , , , , , ,4,4, , , ,3,1,5, , , , , , , , , , , , , , , , ,5203,4, ,4165, , , , ,5248,260900028416,30,30, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,5248, ,1711171939644, , , , ,3145728,5203, , , ,0, , , , , , , ,3, , , , , ,1, , , , , , , , , , , , , , , , , , ,14270976,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
2024-03-23 05:37:19.926 UTC, ,125,3165389,1312,19312,224, ,4, , , , , , , , , , , ,4,4, , , ,3,1,5, , , , , , , , , , , , , , , , ,5203,4, ,4165, , , , ,5248,260897599488,30,30, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,5248, ,1711171939644, , , , ,3145728,5203, , , ,0, , , , , , , ,3, , , , , ,1, , , , , , , , , , , , , , , , , , ,14270976,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
2024-03-23 05:38:19.929 UTC, ,125,3165389,1312,19312,224, ,4, , , , , , , , , , , ,4,4, , , ,3,1,5, , , , , , , , , , , , , , , , ,5203,4, ,4165, , , , ,5248,260896231424,30,30, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,5248, ,1711171939644, , , , ,3145728,5203, , , ,0, , , , , , , ,3, , , , , ,1, , , , , , , , , , , , , , , , , , ,14270976,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
2024-03-23 05:39:19.937 UTC, ,125,3165389,1312,19312,224, ,4, , , , , , , , , , , ,4,4, , , ,3,1,5, , , , , , , , , , , , , , , , ,5203,4, ,4165, , , , ,5248,260895354880,30,30, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,5248, ,1711171939644, , , , ,3145728,5203, , , ,0, , , , , , , ,3, , , , , ,1, , , , , , , , , , , , , , , , , , ,14270976,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
2024-03-23 05:40:19.946 UTC, ,125,3165389,1312,19312,224, ,4, , , , , , , , , , , ,4,4, , , ,3,1,5, , , , , , , , , , , , , , , , ,5203,4, ,4165, , , , ,5248,260895268864,30,30, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,5248, ,1711171939644, , , , ,3145728,5203, , , ,0, , , , , , , ,3, , , , , ,1, , , , , , , , , , , , , , , , , , ,14270976,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
2024-03-23 05:40:51.455 UTC, ,125,3165165,1312,19312, , ,4, , , , , , , , , , , ,4,4, , , ,3,1,5, , , , , , , , , , , , , , , , ,5203,4, ,4165, , , , ,5248,260898840576,30,30, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,5248, ,1711171939644, , , , ,3145728,5203, , , ,0, , , , , , , ,3, , , , , ,1, , , , , , , , , , , , , , , , , , ,15319552,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
2024-03-23 05:40:58.754 UTC, ,125,3160389,1184,14536, , ,3, ,24,3,0.13, , , , , , , ,3,3, ,2, ,2,1,5, ,26,12, , , , , , , , , , , , , ,5203,4, ,4165, , , , ,5248,260898906112,30,30, , , , , ,1,73, , , , , , , , , , , , , , , , , , , , , , , , , ,5248, ,1711172458515, , , , ,3145728,5203, , ,20,0, , , ,2, , , ,3, , , , ,20, ,2048,1, , , , ,101079,31, , , , , , , , , , ,27262976,1, , , , , , ,16, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
2024-03-23 05:41:58.764 UTC, ,125,3165389,1312,19312,224, ,4, ,5,1,0.20, , , , , , , ,4,4, , , ,3,1,5, ,5,4, , , , , , , , , , , , , ,5203,4, ,4165, , , , ,5248,260898369536,30,30, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,5248, ,1711172458515, , , , ,3145728,5203, , ,6,0, , , ,1, , , ,3, , , , ,6,1, , , , , , ,6315,7, , , , , , , , , , ,30408704,1, , , , , , ,7, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1, , , , , , , , 
2024-03-23 05:42:40.317 UTC, ,125,3165165,1312,19312, , ,4, , , , , , , , , , , ,4,4, , , ,3,1,5, , , , , , , , , , , , , , , , ,5203,4, ,4165, , , , ,5248,260906913792,30,30, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,5248, ,1711172458515, , , , ,3145728,5203, , , ,0, , , , , , , ,3, , , , , ,1, , , , , , , , , , , , , , , , , , ,30408704,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
2024-03-23 05:43:02.038 UTC, ,125,3160389,1184,14536, , ,3, ,24,3,0.13, , , , , , , ,3,3, ,2, ,2,1,5, ,26,12, , , , , , , , , , , , , ,5203,4, ,4165, , , , ,5248,260906909696,-1,-1, , , , , ,1,73, , , , , , , , , , , , , , , , , , , , , , , , , ,5248, ,1711172581802, , , , ,3145728,5203, , ,20,0, , , ,2, , , ,3, , , , ,20, ,2048,1, , , , ,101079,31, , , , , , , , , , ,26214400,1, , , , , , ,16, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
2024-03-23 05:43:11.500 UTC, ,125,3165165,1312,19312, , ,4, ,5,1,0.20, , , , , , , ,4,4, , , ,3,1,5, ,5,4, , , , , , , , , , , , , ,5203,4, ,4165, , , , ,5248,260906909696,30,30, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,5248, ,1711172581802, , , , ,3145728,5203, , ,6,0, , , ,1, , , ,3, , , , ,6,1, , , , , , ,6315,7, , , , , , , , , , ,29360128,1, , , , , , ,7, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1, , , , , , , , 
2024-03-23 05:59:49.141 UTC, ,125,3160389,1184,14536, , ,3, ,24,3,0.13, , , , , , , ,3,3, ,2, ,2,1,5, ,26,12, , , , , , , , , , , , , ,5203,4, ,4165, , , , ,5248,260856025088,30,30, , , , , ,1,73, , , , , , , , , , , , , , , , , , , , , , , , , ,5248, ,1711173588894, , , , ,3145728,5203, , ,20,0, , , ,2, , , ,3, , , , ,20, ,2048,1, , , , ,101079,31, , , , , , , , , , ,27262976,1, , , , , , ,16, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
2024-03-23 06:00:13.802 UTC, ,125,3165165,1312,19312, , ,4, ,5,1,0.20, , , , , , , ,4,4, , , ,3,1,5, ,5,4, , , , , , , , , , , , , ,5203,4, ,4165, , , , ,5248,260856008704,30,30, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,5248, ,1711173588894, , , , ,3145728,5203, , ,6,0, , , ,1, , , ,3, , , , ,6,1, , , , , , ,6315,7, , , , , , , , , , ,30408704,1, , , , , , ,7, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1, , , , , , , , 
2024-03-23 06:05:50.181 UTC, ,125,3160389,1184,14536, , ,3, ,24,3,0.13, , , , , , , ,3,3, ,2, ,2,1,5, ,26,12, , , , , , , , , , , , , ,5203,4, ,4165, , , , ,5248,260850876416,30,30, , , , , ,1,73, , , , , , , , , , , , , , , , , , , , , , , , , ,5248, ,1711173949937, , , , ,3145728,5203, , ,20,0, , , ,2, , , ,3, , , , ,20, ,2048,1, , , , ,101079,31, , , , , , , , , , ,26214400,1, , , , , , ,16, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
2024-03-23 06:05:51.446 UTC, ,125,3160389,1184,14536, , ,3, ,2, , , , , , , , , ,3,3, , , ,2,1,5, ,2,1, , , , , , , , , , , , , ,5203,4, ,4165, , , , ,5248,260850876416,30,30, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,5248, ,1711173949937, , , , ,3145728,5203, , ,1,0, , , ,1, , , ,3, , , , ,1,1, , , , , , ,2087,2, , , , , , , , , , ,26214400,1, , , , , , ,3, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
2024-03-23 06:05:56.845 UTC, ,125,3160389,1184,14536, , ,3, ,24,3,0.13, , , , , , , ,3,3, ,2, ,2,1,5, ,26,12, , , , , , , , , , , , , ,5203,4, ,4165, , , , ,5248,260850876416,-1,-1, , , , , ,1,73, , , , , , , , , , , , , , , , , , , , , , , , , ,5248, ,1711173956608, , , , ,3145728,5203, , ,20,0, , , ,2, , , ,3, , , , ,20, ,2048,1, , , , ,101079,31, , , , , , , , , , ,27262976,1, , , , , , ,16, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
2024-03-23 06:06:06.026 UTC, ,125,3165165,1312,19312, , ,4, ,5,1,0.20, , , , , , , ,4,4, , , ,3,1,5, ,5,4, , , , , , , , , , , , , ,5203,4, ,4165, , , , ,5248,260850876416,30,30, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,5248, ,1711173956608, , , , ,3145728,5203, , ,6,0, , , ,1, , , ,3, , , , ,6,1, , , , , , ,6315,7, , , , , , , , ,1,5,12061184,1, , , , , , ,7, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1, , , , , , , , 
2024-03-23 06:07:37.159 UTC, ,125,3160389,1184,14536, , ,3, ,24,3,0.13, , , , , , , ,3,3, ,2, ,2,1,5, ,26,12, , , , , , , , , , , , , ,5203,4, ,4165, , , , ,5248,260849274880,30,30, , , , , ,1,73, , , , , , , , , , , , , , , , , , , , , , , , , ,5248, ,1711174056919, , , , ,3145728,5203, , ,20,0, , , ,2, , , ,3, , , , ,20, ,2048,1, , , , ,101079,31, , , , , , , , , , ,27262976,1, , , , , , ,16, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
2024-03-23 06:08:09.607 UTC, ,125,3165165,1312,19312, , ,4, ,5,1,0.20, , , , , , , ,4,4, , , ,3,1,5, ,5,4, , , , , , , , , , , , , ,5203,4, ,4165, , , , ,5248,260849213440,30,30, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,5248, ,1711174056919, , , , ,3145728,5203, , ,6,0, , , ,1, , , ,3, , , , ,6,1, , , , , , ,6315,7, , , , , , , , , , ,30408704,1, , , , , , ,7, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1, , , , , , , , 
2024-03-23 06:08:12.857 UTC, ,125,3160389,1184,14536, , ,3, ,24,3,0.13, , , , , , , ,3,3, ,2, ,2,1,5, ,26,12, , , , , , , , , , , , , ,5203,4, ,4165, , , , ,5248,260848185344,-1,-1, , , , , ,1,73, , , , , , , , , , , , , , , , , , , , , , , , , ,5248, ,1711174092619, , , , ,3145728,5203, , ,20,0, , , ,2, , , ,3, , , , ,20, ,2048,1, , , , ,101079,31, , , , , , , , , , ,26214400,1, , , , , , ,16, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
2024-03-23 06:08:21.013 UTC, ,125,3165165,1312,19312, , ,4, ,5,1,0.20, , , , , , , ,4,4, , , ,3,1,5, ,5,4, , , , , , , , , , , , , ,5203,4, ,4165, , , , ,5248,260848185344,30,30, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,5248, ,1711174092619, , , , ,3145728,5203, , ,6,0, , , ,1, , , ,3, , , , ,6,1, , , , , , ,6315,7, , , , , , , , , , ,29360128,1, , , , , , ,7, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1, , , , , , , , 
2024-03-23 06:08:26.381 UTC, ,125,3160389,1184,14536, , ,3, ,24,3,0.13, , , , , , , ,3,3, ,2, ,2,1,5, ,26,12, , , , , , , , , , , , , ,5203,4, ,4165, , , , ,5248,260848185344,-1,-1, , , , , ,1,73, , , , , , , , , , , , , , , , , , , , , , , , , ,5248, ,1711174106144, , , , ,3145728,5203, , ,20,0, , , ,2, , , ,3, , , , ,20, ,2048,1, , , , ,101079,31, , , , , , , , , , ,26214400,1, , , , , , ,16, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
2024-03-23 06:08:30.365 UTC, ,125,3165165,1312,19312, , ,4, ,5,1,0.20, , , , , , , ,4,4, , , ,3,1,5, ,5,4, , , , , , , , , , , , , ,5203,4, ,4165, , , , ,5248,260848185344,30,30, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,5248, ,1711174106144, , , , ,3145728,5203, , ,6,0, , , ,1, , , ,3, , , , ,6,1, , , , , , ,6315,7, , , , , , , , , , ,30408704,1, , , , , , ,7, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1, , , , , , , , 
2024-03-23 06:09:08.066 UTC, ,125,3160389,1184,14536, , ,3, ,24,3,0.13, , , , , , , ,3,3, ,2, ,2,1,5, ,26,12, , , , , , , , , , , , , ,5203,4, ,4165, , , , ,5248,260866093056,30,30, , , , , ,1,73, , , , , , , , , , , , , , , , , , , , , , , , , ,5248, ,1711174147818, , , , ,3145728,5203, , ,20,0, , , ,2, , , ,3, , , , ,20, ,2048,1, , , , ,101079,31, , , , , , , , , , ,26214400,1, , , , , , ,16, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
2024-03-23 06:10:08.074 UTC, ,125,3165389,1312,19312,224, ,4, ,5,1,0.20, , , , , , , ,4,4, , , ,3,1,5, ,5,4, , , , , , , , , , , , , ,5203,4, ,4165, , , , ,5248,260871507968,30,30, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,5248, ,1711174147818, , , , ,3145728,5203, , ,6,0, , , ,1, , , ,3, , , , ,6,1, , , , , , ,6315,7, , , , , , , , , , ,30408704,1, , , , , , ,7, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1, , , , , , , , 
2024-03-23 06:11:08.081 UTC, ,125,3165389,1312,19312,224, ,4, , , , , , , , , , , ,4,4, , , ,3,1,5, , , , , , , , , , , , , , , , ,5203,4, ,4165, , , , ,5248,260875501568,30,30, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,5248, ,1711174147818, , , , ,3145728,5203, , , ,0, , , , , , , ,3, , , , , ,1, , , , , , , , , , , , , , , , , , ,30408704,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
2024-03-23 06:12:08.088 UTC, ,125,3165389,1312,19312,224, ,4, , , , , , , , , , , ,4,4, , , ,3,1,5, , , , , , , , , , , , , , , , ,5203,4, ,4165, , , , ,5248,260873060352,30,30, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,5248, ,1711174147818, , , , ,3145728,5203, , , ,0, , , , , , , ,3, , , , , ,1, , , , , , , , , , , , , , , , , , ,30408704,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
